benchmark,n_train,n_test,weight,pca_dim,model,overall_rmse,cliff_rmse,noncliff_rmse,time_s
CHEMBL234_Ki,2924,733,v5,64,TabPFN-MLX,0.6621143937272344,0.6759234813448084,0.6512135291549956,20.21502113342285
CHEMBL234_Ki,2924,733,v5,96,TabPFN-MLX,0.6434015256765797,0.6618695795415397,0.6287192546463812,28.93841814994812
CHEMBL234_Ki,2924,733,v5,128,TabPFN-MLX,0.6414201500300669,0.6605885912661608,0.6261647576815833,37.30160403251648
CHEMBL234_Ki,2924,733,v5,160,TabPFN-MLX,0.6409885723907499,0.6589852053236238,0.626689154174119,45.626474142074585
CHEMBL234_Ki,2924,733,v5,192,TabPFN-MLX,0.6366766933289075,0.6515614507287082,0.6248999754021307,54.7618932723999
CHEMBL234_Ki,2924,733,v6,64,TabPFN-MLX,0.6578211595776259,0.6788129331943684,0.6410839018877666,20.220633029937744
CHEMBL234_Ki,2924,733,v6,96,TabPFN-MLX,0.6473785854342695,0.6755234331263796,0.6247001882526865,28.70555591583252
CHEMBL234_Ki,2924,733,v6,128,TabPFN-MLX,0.6440108770627727,0.67043978409615,0.6227624895887041,37.71366596221924
CHEMBL234_Ki,2924,733,v6,160,TabPFN-MLX,0.6390858279869398,0.667029249912533,0.6165645690976056,45.02242374420166
CHEMBL234_Ki,2924,733,v6,192,TabPFN-MLX,0.6426803368437536,0.6612813717876377,0.6278891305595974,53.79071593284607
CHEMBL235_EC50,1877,472,v3,64,TabPFN-MLX,0.6370236187632874,0.7730214705107126,0.5382356798789231,10.782217979431152
CHEMBL235_EC50,1877,472,v3,96,TabPFN-MLX,0.6279789977935323,0.7663802878428077,0.526800455044164,15.273935794830322
CHEMBL235_EC50,1877,472,v3,128,TabPFN-MLX,0.6374268835810504,0.7753347765894627,0.5369861808291618,19.762017011642456
CHEMBL235_EC50,1877,472,v3,160,TabPFN-MLX,0.6331000675439987,0.7695790000081671,0.5337717008087723,24.186913013458252
CHEMBL235_EC50,1877,472,v3,192,TabPFN-MLX,0.6309981769181771,0.7686401862509873,0.5305853781493224,28.85659694671631
CHEMBL235_EC50,1877,472,v4,64,TabPFN-MLX,0.6403030423852436,0.7703647263098895,0.5467222272833752,10.574983835220337
CHEMBL235_EC50,1877,472,v4,96,TabPFN-MLX,0.6314614319565363,0.7682273390581191,0.5318307227006175,14.985625982284546
CHEMBL235_EC50,1877,472,v4,128,TabPFN-MLX,0.6382144608216439,0.7792917122347196,0.5350165358777647,19.570677995681763
CHEMBL235_EC50,1877,472,v4,160,TabPFN-MLX,0.6373253723397827,0.7700228597294502,0.5414022448282872,23.85148596763611
CHEMBL235_EC50,1877,472,v4,192,TabPFN-MLX,0.6375006806613056,0.7751067672526599,0.5373260338500834,28.56002926826477
CHEMBL235_EC50,1877,472,v5,64,TabPFN-MLX,0.6430070830884972,0.7781306745329926,0.5451563942346794,10.605080842971802
CHEMBL235_EC50,1877,472,v5,96,TabPFN-MLX,0.6309724830349619,0.7742220434894433,0.5255993566710165,14.973677158355713
CHEMBL235_EC50,1877,472,v5,128,TabPFN-MLX,0.6368970796765198,0.7831151441972278,0.5290832088268231,19.4741530418396
CHEMBL235_EC50,1877,472,v5,160,TabPFN-MLX,0.6416989605278595,0.7818073573381342,0.5394673416728321,23.521419048309326
CHEMBL235_EC50,1877,472,v5,192,TabPFN-MLX,0.6405124100161086,0.787255815462091,0.5323594513624613,27.89289093017578
CHEMBL235_EC50,1877,472,v6,64,TabPFN-MLX,0.6382954272559863,0.7749686834714553,0.5389588574275578,10.322925806045532
CHEMBL235_EC50,1877,472,v6,96,TabPFN-MLX,0.62826519630412,0.766091029741786,0.5276024642972102,15.032140970230103
CHEMBL235_EC50,1877,472,v6,128,TabPFN-MLX,0.6348333938809252,0.7744297636925006,0.5328282306396186,19.15894889831543
CHEMBL235_EC50,1877,472,v6,160,TabPFN-MLX,0.6352107673323971,0.7759367511329309,0.5322225868006613,23.25240683555603
CHEMBL235_EC50,1877,472,v6,192,TabPFN-MLX,0.6354545258880356,0.7777639432274648,0.5310737934723223,28.18401288986206
CHEMBL236_Ki,2077,521,v3,64,TabPFN-MLX,0.7233198675830089,0.8189699721950788,0.6544137878727068,11.995177030563354
CHEMBL236_Ki,2077,521,v3,96,TabPFN-MLX,0.7122417684704017,0.8045188208512856,0.6459241439184106,17.679660081863403
CHEMBL236_Ki,2077,521,v3,128,TabPFN-MLX,0.7109633640153875,0.8127733651038005,0.6368960034367065,22.449113845825195
CHEMBL236_Ki,2077,521,v3,160,TabPFN-MLX,0.7062888278246631,0.8040388140727551,0.6354811406387275,27.48847985267639
CHEMBL236_Ki,2077,521,v3,192,TabPFN-MLX,0.6999396545079969,0.8006060897178147,0.626663307394838,32.82894206047058
CHEMBL236_Ki,2077,521,v4,64,TabPFN-MLX,0.7353576416737013,0.8400829950271479,0.6592232018695898,11.861552000045776
CHEMBL236_Ki,2077,521,v4,96,TabPFN-MLX,0.7247030603762405,0.8166143343824716,0.6588086249452231,17.159483909606934
CHEMBL236_Ki,2077,521,v4,128,TabPFN-MLX,0.7170686959991712,0.8159406146337408,0.6454813341489872,22.589213132858276
CHEMBL236_Ki,2077,521,v4,160,TabPFN-MLX,0.7106157769617055,0.798431260594066,0.647838913728223,27.469248056411743
CHEMBL236_Ki,2077,521,v4,192,TabPFN-MLX,0.7106257583090729,0.7996999371579999,0.6468491000827729,32.691582918167114
CHEMBL236_Ki,2077,521,v5,64,TabPFN-MLX,0.7379824321253046,0.8307987451065423,0.6715014328490398,12.185577154159546
CHEMBL236_Ki,2077,521,v5,96,TabPFN-MLX,0.7310137831801401,0.8287737482503167,0.660493798269399,17.22681975364685
CHEMBL236_Ki,2077,521,v5,128,TabPFN-MLX,0.726989538560866,0.8270146465526717,0.6545864090906925,22.72386407852173
CHEMBL236_Ki,2077,521,v5,160,TabPFN-MLX,0.7201053445626975,0.8219496965005968,0.6461308598960199,27.81159496307373
CHEMBL236_Ki,2077,521,v5,192,TabPFN-MLX,0.711411873309061,0.8102588923295008,0.6397744091128248,32.803142070770264
CHEMBL236_Ki,2077,521,v6,64,TabPFN-MLX,0.7364051434536719,0.8221726897358221,0.6754761817623889,11.95918607711792
CHEMBL236_Ki,2077,521,v6,96,TabPFN-MLX,0.7276244247845799,0.8285143674618801,0.6545252614898177,17.268935918807983
CHEMBL236_Ki,2077,521,v6,128,TabPFN-MLX,0.7226673434669004,0.8238997000092633,0.649226340790038,22.477617979049683
CHEMBL236_Ki,2077,521,v6,160,TabPFN-MLX,0.7217418349662742,0.8224470432242955,0.6487193816278535,27.469230890274048
CHEMBL236_Ki,2077,521,v6,192,TabPFN-MLX,0.7212091752370501,0.8134489386769497,0.65501628440532,32.601495027542114
CHEMBL237_EC50,762,193,v3,64,TabPFN-MLX,0.7505115115777856,0.8281282748751395,0.6737600540939677,3.454332113265991
CHEMBL237_EC50,762,193,v3,96,TabPFN-MLX,0.735376729952476,0.8108419593582202,0.6608154120987674,4.918824911117554
CHEMBL237_EC50,762,193,v3,128,TabPFN-MLX,0.7056111146694295,0.796733282614669,0.6129874236262073,6.292187690734863
CHEMBL237_EC50,762,193,v3,160,TabPFN-MLX,0.709077266776403,0.8105636411104826,0.6043176106185454,7.522531986236572
CHEMBL237_EC50,762,193,v3,192,TabPFN-MLX,0.7110206639201735,0.8111053748740836,0.6079785166838041,8.946841955184937
CHEMBL237_EC50,762,193,v4,64,TabPFN-MLX,0.7579142708624299,0.837518676151024,0.679063291132291,3.4470109939575195
CHEMBL237_EC50,762,193,v4,96,TabPFN-MLX,0.7385881381530809,0.8217501077654809,0.6555498339000122,4.837213039398193
CHEMBL237_EC50,762,193,v4,128,TabPFN-MLX,0.7042601429293829,0.7908789622613186,0.6167995344108279,6.1666882038116455
CHEMBL237_EC50,762,193,v4,160,TabPFN-MLX,0.7040825575381322,0.7901019058413128,0.6173041269712239,7.4438934326171875
CHEMBL237_EC50,762,193,v4,192,TabPFN-MLX,0.7272370191499431,0.8154770523294794,0.6382985555107438,8.682100057601929
CHEMBL237_EC50,762,193,v5,64,TabPFN-MLX,0.7654115418241983,0.8500876998537427,0.6810378986867824,3.457426071166992
CHEMBL237_EC50,762,193,v5,96,TabPFN-MLX,0.7391972586298142,0.8256765553666786,0.6524397956361205,4.987293243408203
CHEMBL237_EC50,762,193,v5,128,TabPFN-MLX,0.7024832233787842,0.7783857483202136,0.6270587630121112,6.202600955963135
CHEMBL237_EC50,762,193,v5,160,TabPFN-MLX,0.7151335248780755,0.7966008182137377,0.63367243606266,7.502979040145874
CHEMBL237_EC50,762,193,v5,192,TabPFN-MLX,0.7073231300093875,0.7902919520146323,0.6240598521704129,8.692380905151367
CHEMBL237_EC50,762,193,v6,64,TabPFN-MLX,0.7769476106427851,0.8595745201848631,0.6949887968779593,3.4758567810058594
CHEMBL237_EC50,762,193,v6,96,TabPFN-MLX,0.7494610996114341,0.8320615162963599,0.6671922643343984,4.825841903686523
CHEMBL237_EC50,762,193,v6,128,TabPFN-MLX,0.7192931817901387,0.8080231131916177,0.6296655797810999,6.177110910415649
CHEMBL237_EC50,762,193,v6,160,TabPFN-MLX,0.7038763270649283,0.7949002049747097,0.6113345599826056,7.526615142822266
CHEMBL237_EC50,762,193,v6,192,TabPFN-MLX,0.7127944672413691,0.8001584119717263,0.6246221353779334,8.717731952667236
CHEMBL237_Ki,2081,522,v3,64,TabPFN-MLX,0.6834953891288874,0.7619014031933652,0.6185821276577654,12.47680401802063
CHEMBL237_Ki,2081,522,v3,96,TabPFN-MLX,0.6800516402747656,0.7594891120979047,0.6141523989422418,17.74484395980835
CHEMBL237_Ki,2081,522,v3,128,TabPFN-MLX,0.6632953251400049,0.7391421027189425,0.6005228645266093,22.709406852722168
CHEMBL237_Ki,2081,522,v3,160,TabPFN-MLX,0.655901339417009,0.726154089551354,0.598157659892591,27.773507118225098
CHEMBL237_Ki,2081,522,v3,192,TabPFN-MLX,0.6558791202483361,0.7320037869214768,0.5927731861195668,32.94582009315491
CHEMBL237_Ki,2081,522,v4,64,TabPFN-MLX,0.6785729576753295,0.7641050081188527,0.6069848797735887,12.035303354263306
CHEMBL237_Ki,2081,522,v4,96,TabPFN-MLX,0.6800561102689735,0.7668577895840928,0.6072934864424785,17.41650915145874
CHEMBL237_Ki,2081,522,v4,128,TabPFN-MLX,0.6679269654885408,0.7409210241216287,0.6078060198833148,22.646278142929077
CHEMBL237_Ki,2081,522,v4,160,TabPFN-MLX,0.6542809100124899,0.7316275396363254,0.5900297566361594,29.539076805114746
CHEMBL237_Ki,2081,522,v4,192,TabPFN-MLX,0.6543776277272568,0.7305061616343982,0.5912520163423057,33.01647734642029
CHEMBL237_Ki,2081,522,v5,64,TabPFN-MLX,0.675720322348533,0.7647999190804307,0.6007442854880557,12.219419956207275
